,country,year,status,life_expectancy,adult_mortality,infant_deaths,percentage_expenditure,measles,bmi,under_five_death,hiv_aids,gdp,population,schooling,current_amount
2076,spain,2011,Developed,82.1,63.0,1,4873.8188,3802,64.1,2.0,0.1,31834.218160000004,46742697.0,17.0,32792168.0
2077,spain,2012,Developed,82.0,61.0,1,4255.781693,1204,64.8,2.0,0.1,28562.29324,4677355.0,17.0,3539174.0
2078,spain,2013,Developed,82.4,6.0,1,423.680459,131,65.4,2.0,0.1,2921.9342,466245.0,18.0,2602751.0
2079,spain,2014,Developed,82.6,58.0,1,42.98847625,154,66.0,1.0,0.1,296.47225,4648882.0,18.0,5227916.0
2080,spain,2015,Developed,82.8,56.0,1,0.0,115,66.6,1.0,0.1,25683.84565,46447697.0,18.0,240584.0
2081,srilanka,2000,Developing,71.5,175.0,5,60.4909815,16527,14.1,6.0,0.1,875.4121779999999,18655.0,12.0,10528000.0
2082,srilanka,2001,Developing,72.7,16.0,5,53.61278637,309,14.6,6.0,0.1,837.699787,18797.0,13.0,38078819.0
2083,srilanka,2002,Developing,73.7,149.0,5,59.63595674,139,15.1,5.0,0.1,873.1472436,18939.0,13.0,31468172.0
2084,srilanka,2003,Developing,73.9,146.0,5,72.4280894,65,15.6,5.0,0.1,989.4547732000001,1983.0,13.0,55139970.0
2085,srilanka,2004,Developing,69.1,197.0,6,15.35342268,35,16.1,10.0,0.1,174.6692,19228.0,13.0,62569937.0
2086,srilanka,2005,Developing,74.2,138.0,4,97.76637062,3,16.6,5.0,0.1,1259.87591,19373.0,13.0,191587411.0
2087,srilanka,2006,Developing,73.8,145.0,4,120.2471713,0,17.2,5.0,0.1,1448.7611,1952.0,13.0,121624548.0
2088,srilanka,2007,Developing,73.7,146.0,4,127.6377505,44,17.9,5.0,0.1,1644.816372,19668.0,13.0,125383288.0
2089,srilanka,2008,Developing,72.3,172.0,4,17.81424344,33,18.5,4.0,0.1,254.489192,19817.0,13.0,163321053.0
2090,srilanka,2009,Developing,71.8,183.0,4,13.39092189,21,19.2,4.0,0.1,216.681584,19968.0,13.0,155386565.0
2091,srilanka,2010,Developing,74.5,138.0,3,191.72675890000002,79,19.8,4.0,0.1,2819.511161,2119.0,14.0,143535825.0
2092,srilanka,2011,Developing,74.5,141.0,3,20.83302367,60,2.5,4.0,0.1,322.992615,2271.0,14.0,149527141.0
2093,srilanka,2012,Developing,74.5,143.0,3,20.76877311,51,21.2,4.0,0.1,335.521375,2425.0,14.0,82291761.0
2094,srilanka,2013,Developing,74.6,142.0,3,41.62053588,2107,21.9,3.0,0.1,361.289374,2585.0,14.0,110997762.0
2095,srilanka,2014,Developing,74.7,141.0,3,42.7308283,1686,22.7,3.0,0.1,382.54994,2771.0,14.0,81459387.0
2096,srilanka,2015,Developing,74.9,138.0,3,0.0,1568,23.4,3.0,0.1,3844.8912299999997,2966.0,14.0,60790228.0
2097,sudan,2000,Developing,58.6,284.0,71,30.86000992,2875,,109.0,0.1,361.35843,2725535.0,6.0,51031880.0
2098,sudan,2001,Developing,58.9,283.0,71,28.88069657,4362,,108.0,0.2,377.52544539999997,279455.0,6.0,107570850.0
2099,sudan,2002,Developing,59.4,277.0,70,30.62287548,4529,,106.0,0.2,412.1517561,28679565.0,6.0,160459675.0
2100,sudan,2003,Developing,59.6,278.0,69,35.35264737,4381,,104.0,0.2,477.73847800000004,29435944.0,6.0,240383123.0
2101,sudan,2004,Developing,59.7,278.0,68,37.04479956,9562,,102.0,0.2,565.5694589999999,3186341.0,6.0,561000216.0
2102,sudan,2005,Developing,67.0,261.0,66,37.59039592,1374,,101.0,0.2,679.7539949,3911914.0,6.0,1889850215.0
2103,sudan,2006,Developing,61.0,26.0,66,60.3368571,228,,99.0,0.2,893.8793645,316764.0,6.0,1781030940.0
2104,sudan,2007,Developing,61.4,254.0,65,86.13166944,327,,97.0,0.3,1115.6952,32282526.0,6.0,2076003426.0
2105,sudan,2008,Developing,61.8,251.0,64,128.6362711,129,,95.0,0.3,1291.528826,32955496.0,6.0,1955210924.0
2106,sudan,2009,Developing,62.0,248.0,63,17.053692899999998,68,,94.0,0.3,1226.884381,3365619.0,7.0,2162988274.0
2107,sudan,2010,Developing,62.5,243.0,62,172.00978840000002,680,,92.0,0.3,1476.47887,34385963.0,7.0,1534351296.0
2108,sudan,2011,Developing,62.7,241.0,61,196.68921530000003,5616,,91.0,0.3,1666.857757,35167314.0,7.0,1420182989.0
2109,sudan,2012,Developing,63.2,235.0,61,220.522192,8523,,89.0,0.3,1892.894352,3599192.0,7.0,907460866.0
2110,sudan,2013,Developing,63.5,232.0,60,227.8353208,2813,,88.0,0.3,1955.66799,36849918.0,7.0,763767380.0
2111,sudan,2014,Developing,63.8,229.0,59,253.6086508,676,,86.0,0.3,2176.8982899999996,37737913.0,7.0,672704248.0
2112,sudan,2015,Developing,64.1,225.0,58,0.0,3585,,85.0,0.3,2513.884661,3864783.0,7.0,479495564.0
2113,suriname,2000,Developing,67.4,224.0,0,268.1837972,0,47.6,0.0,0.4,1888.61829,47239.0,11.0,1082000.0
2114,suriname,2001,Developing,67.7,219.0,0,191.2135044,0,48.3,0.0,1.8,1598.77512,47774.0,11.0,1886000.0
2115,suriname,2002,Developing,67.9,221.0,0,250.71123730000002,0,49.0,0.0,1.6,2232.513244,48344.0,11.0,2362100.0
2116,suriname,2003,Developing,68.0,223.0,0,32.3662077,0,49.7,0.0,1.0,263.1399,488332.0,11.0,3258678.0
2117,suriname,2004,Developing,68.3,214.0,0,4.23257668,0,5.4,0.0,0.9,36.48773,49363.0,11.0,3131432.0
2118,suriname,2005,Developing,68.9,25.0,0,418.9206608,0,51.1,0.0,0.6,3595.8855,498946.0,11.0,2670507.0
2119,suriname,2006,Developing,69.3,199.0,0,72.800168,0,51.8,0.0,0.6,527.92,5437.0,12.0,3045497.0
2120,suriname,2007,Developing,69.5,22.0,0,685.0299083,0,52.6,0.0,0.8,5761.39536,5975.0,12.0,3266100.0
2121,suriname,2008,Developing,69.8,196.0,0,815.4355995,0,53.3,0.0,1.2,6858.163157999999,515148.0,12.0,2887649.0
2122,suriname,2009,Developing,70.0,196.0,0,885.0739766,0,54.1,0.0,0.6,7443.85178,52619.0,12.0,4594861.0
2123,suriname,2010,Developing,73.0,19.0,0,99.08095375,0,54.8,0.0,0.5,833.31332,52613.0,12.0,5980509.0
2124,suriname,2011,Developing,76.0,187.0,0,989.1263558,0,55.5,0.0,0.1,8318.976920000001,531589.0,13.0,8495155.0
2125,suriname,2012,Developing,71.3,178.0,0,1168.324095,0,56.3,0.0,0.9,9272.413453000001,53777.0,13.0,3650334.0
2126,suriname,2013,Developing,71.2,179.0,0,1122.972967,0,57.0,0.0,0.4,9484.56898,54254.0,13.0,2195000.0
2127,suriname,2014,Developing,71.4,178.0,0,1132.432517,0,57.7,0.0,0.4,9564.46383,547928.0,13.0,1456493.0
2128,suriname,2015,Developing,71.6,176.0,0,0.0,0,58.3,0.0,0.4,8818.982565999999,55328.0,13.0,446825.0
2129,sweden,2007,Developed,89.0,63.0,0,7593.391622,1,56.1,0.0,0.1,53324.37937,914892.0,16.0,68840.0
2130,sweden,2008,Developed,81.1,62.0,0,8105.5908819999995,25,56.5,0.0,0.1,55746.842379999995,9219637.0,16.0,180000.0
2131,sweden,2009,Developed,81.4,62.0,0,682.1070607999999,3,56.9,0.0,0.1,4627.592000000001,9298515.0,16.0,206074.0
2132,sweden,2010,Developed,81.5,58.0,0,778.2477467,6,57.3,0.0,0.1,5276.25591,9378126.0,16.0,494162.0
2133,sweden,2011,Developed,81.7,58.0,0,11477.6671,26,57.7,0.0,0.1,59593.287110000005,9449213.0,16.0,792051.0
2134,sweden,2012,Developed,81.7,57.0,0,10947.02327,30,58.1,0.0,0.1,57134.777,9519374.0,16.0,5217675.0
2135,sweden,2013,Developed,81.9,57.0,0,1212.666327,51,58.5,0.0,0.1,6283.245220000001,96379.0,16.0,79548.0
2136,sweden,2014,Developed,82.3,54.0,0,1142.212403,26,59.0,0.0,0.1,5918.19898,969611.0,16.0,45798.0
2137,sweden,2015,Developed,82.4,53.0,0,0.0,22,59.5,0.0,0.1,5585.258470000001,9799186.0,16.0,94540.0
2138,switzerland,2006,Developed,81.5,65.0,0,10598.08187,0,53.7,0.0,0.1,57348.927879999996,7483934.0,15.0,500000.0
2139,switzerland,2008,Developed,82.0,6.0,0,2084.2555350000002,2022,54.6,0.0,0.1,72119.5687,7647675.0,15.0,1688.0
2140,switzerland,2009,Developed,82.1,6.0,0,14714.82588,958,55.0,0.0,0.1,69672.47099999999,7743831.0,15.0,120920.0
2141,switzerland,2010,Developed,82.3,57.0,0,2198.5908649999997,77,55.4,0.0,0.1,74276.71842,782499.0,15.0,82.0
2142,switzerland,2011,Developed,82.6,55.0,0,18822.867319999998,621,55.8,0.0,0.1,87998.44468,7912398.0,16.0,30000.0
2143,switzerland,2012,Developed,82.7,54.0,0,18379.32974,61,56.2,0.0,0.1,83164.38795,7996861.0,16.0,11472.0
2144,switzerland,2013,Developed,83.0,52.0,0,19099.04506,175,56.6,0.0,0.1,84658.88768,889346.0,16.0,50128.0
2145,switzerland,2014,Developed,83.2,51.0,0,19479.91161,23,57.0,0.0,0.1,85814.58857,8188649.0,16.0,782464.0
2146,switzerland,2015,Developed,83.4,49.0,0,0.0,35,57.4,0.0,0.1,8989.8424,8282396.0,16.0,187276.0
2147,tajikistan,2000,Developing,63.7,198.0,14,8.943006492,192,31.3,17.0,0.3,138.436633,621625.0,10.0,36644626.0
2148,tajikistan,2001,Developing,64.0,194.0,13,1.142003812,38,31.6,16.0,0.3,17.815972100000003,6327125.0,10.0,85174809.0
2149,tajikistan,2002,Developing,64.3,193.0,12,10.68147485,927,32.1,15.0,0.3,189.38785190000002,6447688.0,10.0,114923987.0
2150,tajikistan,2003,Developing,65.2,182.0,11,13.25723997,2144,32.5,14.0,0.3,236.314438,6576877.0,10.0,91433302.0
2151,tajikistan,2004,Developing,65.9,177.0,11,2.093721752,4,33.0,13.0,0.3,39.281834,6712841.0,11.0,102641341.0
2152,tajikistan,2005,Developing,65.5,194.0,10,19.83672308,0,33.5,12.0,0.3,337.359236,6854176.0,11.0,123441735.0
2153,tajikistan,2006,Developing,65.9,183.0,10,2.6262349030000003,3,34.1,12.0,0.3,44.2872665,7557.0,11.0,96350043.0
2154,tajikistan,2007,Developing,66.1,181.0,10,2.272404904,2,34.7,12.0,0.3,52.359559999999995,7152385.0,11.0,79892060.0
2155,tajikistan,2008,Developing,66.4,178.0,10,4.1533629119999995,0,35.3,12.0,0.3,76.914128,739728.0,11.0,135327857.0
2156,tajikistan,2009,Developing,66.7,174.0,10,35.71613793,0,35.9,12.0,0.2,666.3458569000001,7472819.0,11.0,95900250.0
2157,tajikistan,2010,Developing,67.3,171.0,10,43.34099958,0,36.6,12.0,0.2,738.3475227000001,764163.0,11.0,153299899.0
2158,tajikistan,2011,Developing,68.1,166.0,10,51.9919227,1,37.4,12.0,0.2,834.5412953,7815949.0,11.0,83633440.0
2159,tajikistan,2012,Developing,68.8,164.0,10,71.50892145,16,38.2,12.0,0.2,954.725253,799562.0,11.0,123422768.0
2160,tajikistan,2013,Developing,69.3,163.0,10,1.0419164,1,39.0,11.0,0.2,14.214412,817789.0,11.0,90989278.0
2161,tajikistan,2014,Developing,69.6,162.0,10,7.829008596,0,39.9,11.0,0.2,114.45918999999999,8362745.0,11.0,134456652.0
2162,tajikistan,2015,Developing,69.7,161.0,10,0.0,3,4.7,11.0,0.2,918.6771543,8548651.0,11.0,101568164.0
2163,thailand,2000,Developing,71.1,194.0,18,0.27564826,4074,18.7,21.0,0.8,27.564826,6295821.0,11.0,23816152.0
2164,thailand,2001,Developing,71.2,194.0,17,176.0625201,7319,19.4,20.0,0.8,1893.145377,63543322.0,11.0,69181206.0
2165,thailand,2002,Developing,71.4,192.0,16,27.63810304,10315,2.2,19.0,0.7,296.54617,6473164.0,12.0,66076292.0
2166,thailand,2003,Developing,71.7,189.0,15,282.8364612,4519,2.9,18.0,0.6,2358.9362899999996,64554952.0,12.0,71470681.0
2167,thailand,2004,Developing,71.6,189.0,14,301.3597791,4165,21.7,16.0,0.5,2659.83918,652231.0,12.0,38620908.0
2168,thailand,2005,Developing,72.5,177.0,13,321.1953005,3526,22.6,15.0,0.5,2893.651356,6542547.0,12.0,88694954.0
2169,thailand,2006,Developing,73.0,168.0,13,433.92109180000006,3588,23.6,15.0,0.5,3368.9525759999997,65824164.0,12.0,94916003.0
2170,thailand,2007,Developing,73.3,165.0,12,520.7639087,3893,24.6,14.0,0.4,3972.26475,66195615.0,12.0,99106206.0
2171,thailand,2008,Developing,73.5,162.0,11,609.9511632,7790,25.7,13.0,0.3,4378.68746,6654576.0,13.0,95776855.0
2172,thailand,2009,Developing,73.7,16.0,11,547.2101411,6071,26.8,12.0,0.3,4212.5492,66881867.0,13.0,108727536.0
2173,thailand,2010,Developing,73.9,158.0,10,71.6850913,2583,27.9,12.0,0.2,575.3217599999999,672888.0,13.0,138628032.0
2174,thailand,2011,Developing,74.1,155.0,10,748.4451054,3156,29.0,11.0,0.2,5491.159981,675313.0,13.0,134600454.0
2175,thailand,2012,Developing,74.3,154.0,9,801.0504655,5197,3.1,11.0,0.1,5859.9156219999995,67843979.0,14.0,137050285.0
2176,thailand,2013,Developing,74.5,153.0,9,788.6873403,2641,31.3,10.0,0.1,6171.262444,6814365.0,14.0,160163564.0
2177,thailand,2014,Developing,74.6,152.0,8,789.0772949,0,32.4,10.0,0.1,5941.8471,68416772.0,14.0,133117763.0
2178,thailand,2015,Developing,74.9,148.0,8,0.0,154,33.6,9.0,0.1,5814.863134,686576.0,14.0,114119273.0
2179,togo,2000,Developing,54.6,339.0,14,2.02964427,3578,16.6,22.0,5.1,26.3932935,497367.0,9.0,1705000.0
2180,togo,2001,Developing,54.6,345.0,14,2.0485748740000003,1833,17.1,22.0,5.3,26.6394652,511177.0,9.0,7681613.0
2181,togo,2002,Developing,54.7,351.0,15,1.995182912,363,17.5,22.0,5.3,28.832123,5251472.0,10.0,8793341.0
2182,togo,2003,Developing,54.7,355.0,15,2.995959823,295,17.9,22.0,5.2,31.437144,539141.0,10.0,12807819.0
2183,togo,2004,Developing,54.9,355.0,15,3.989928468,61,18.4,22.0,5.1,349.9937253,5534598.0,10.0,8326834.0
2184,togo,2005,Developing,55.0,357.0,15,36.62174288,38,18.9,22.0,5.0,372.1721837,5683268.0,10.0,4939059.0
2185,togo,2006,Developing,55.7,345.0,15,6.226048785,26,19.3,22.0,5.0,377.33628999999996,5837792.0,10.0,5726045.0
2186,togo,2007,Developing,55.9,344.0,14,0.6756829390000001,8,19.8,22.0,5.1,42.764743,5997385.0,11.0,15249085.0
2187,togo,2008,Developing,56.2,344.0,14,69.35924758,187,2.4,22.0,4.8,513.3919139999999,6161796.0,10.0,6522319.0
2188,togo,2009,Developing,56.7,336.0,14,77.09551224,425,2.9,22.0,4.3,499.64687130000004,633472.0,11.0,9026471.0
2189,togo,2010,Developing,57.4,323.0,14,41.96145465,120,21.4,21.0,3.8,487.9238913,652952.0,11.0,8249126.0
2190,togo,2011,Developing,58.3,34.0,14,39.08258546,187,22.0,21.0,2.6,562.3393592,6679282.0,12.0,9372418.0
2191,togo,2012,Developing,58.9,294.0,14,41.60027954,238,22.6,21.0,1.7,563.6894247,6859482.0,12.0,8762375.0
2192,togo,2013,Developing,59.4,287.0,14,48.73047089,564,23.1,20.0,1.5,579.43485,742948.0,12.0,6680784.0
2193,togo,2014,Developing,59.7,285.0,13,4.877350139,577,23.7,20.0,1.0,62.131848899999994,7228915.0,12.0,7394499.0
2194,togo,2015,Developing,59.9,287.0,13,0.0,20,24.3,20.0,1.0,551.138346,741682.0,12.0,8514330.0
2195,tonga,2000,Developing,71.6,158.0,0,40.49128897,0,65.5,0.0,0.1,263.27236,9882.0,14.0,1217000.0
2196,tonga,2001,Developing,71.8,157.0,0,330.1007394,4,66.2,0.0,0.1,1837.9773910000001,98611.0,13.0,2508000.0
2197,tonga,2002,Developing,71.9,155.0,0,310.8203382,0,67.0,0.0,0.1,1842.44421,99184.0,14.0,2366000.0
2198,tonga,2003,Developing,72.0,153.0,0,45.85105771,0,67.8,0.0,0.1,229.714718,99789.0,14.0,2305700.0
2199,tonga,2004,Developing,72.2,151.0,0,423.29535089999996,0,68.6,0.0,0.1,2284.37858,146.0,15.0,3458000.0
2200,tonga,2005,Developing,72.3,15.0,0,689.9440222999999,0,69.4,0.0,0.1,2594.74999,1141.0,15.0,2385912.0
2201,tonga,2006,Developing,72.4,148.0,0,503.5881956,0,7.1,0.0,0.1,2892.5226629999997,11689.0,15.0,2683726.0
2202,tonga,2007,Developing,72.5,146.0,0,568.8692812999999,0,7.8,0.0,0.1,2932.3158829999998,12357.0,15.0,2926854.0
2203,tonga,2008,Developing,72.6,145.0,0,569.6255035,0,71.5,0.0,0.1,3392.6474299999995,135.0,15.0,3152381.0
2204,tonga,2009,Developing,72.5,147.0,0,4.7838055630000005,0,72.1,0.0,0.1,37.846563,1364.0,15.0,4076000.0
2205,tonga,2010,Developing,72.8,142.0,0,471.83076680000005,0,72.7,0.0,0.1,3547.59975,14137.0,14.0,3659819.0
2206,tonga,2011,Developing,72.9,14.0,0,7.033980828,0,73.3,0.0,0.1,445.18865999999997,14577.0,14.0,2998172.0
2207,tonga,2012,Developing,73.0,138.0,0,63.80294988,0,73.8,0.0,0.1,451.542462,14951.0,14.0,2276810.0
2208,tonga,2013,Developing,73.2,137.0,0,584.9449886,0,74.3,0.0,0.1,4266.5571740000005,15328.0,14.0,2770923.0
2209,tonga,2014,Developing,73.3,135.0,0,565.9672172999999,0,74.8,0.0,0.1,4192.349757999999,15782.0,14.0,3192723.0
2210,tonga,2015,Developing,73.5,133.0,0,0.0,0,75.2,0.0,0.1,493.775387,16364.0,14.0,3205843.0
2211,trinidadandtobago,2000,Developing,69.1,197.0,0,43.59522964,0,33.6,1.0,0.9,643.947262,1267984.0,12.0,1612000.0
2212,trinidadandtobago,2001,Developing,69.1,194.0,0,516.7112481,0,34.4,1.0,1.2,6935.721451,127238.0,12.0,3950000.0
2213,trinidadandtobago,2002,Developing,69.2,192.0,0,72.03911741,0,35.2,1.0,2.0,749.626612,1277837.0,12.0,1408000.0
2214,trinidadandtobago,2003,Developing,69.3,191.0,0,78.72216127,0,36.0,1.0,0.5,884.518666,128452.0,12.0,1454000.0
2215,trinidadandtobago,2004,Developing,69.4,19.0,0,11.85100131,0,36.8,0.0,1.0,129.51914,129535.0,12.0,3835915.0
2216,trinidadandtobago,2005,Developing,69.5,189.0,0,1187.949491,0,37.6,0.0,0.5,12323.1275,1296934.0,12.0,823056.0
2217,trinidadandtobago,2006,Developing,69.6,188.0,0,103.3710689,0,38.4,0.0,0.6,1495.96337,133144.0,12.0,354042.0
2218,trinidadandtobago,2007,Developing,69.7,187.0,0,136.8836683,0,39.3,0.0,0.7,1653.1844,13926.0,12.0,3000658.0
2219,trinidadandtobago,2008,Developing,69.9,185.0,0,1902.693048,0,4.2,0.0,0.3,21188.11857,1315372.0,12.0,1383997.0
2220,trinidadandtobago,2009,Developing,71.0,183.0,0,128.0896289,0,41.1,0.0,0.2,1458.8796,1321618.0,13.0,1827567.0
2221,trinidadandtobago,2010,Developing,74.0,179.0,0,1389.772683,0,42.0,0.0,0.4,16683.945780000002,13281.0,13.0,3654397.0
2222,trinidadandtobago,2011,Developing,76.0,176.0,0,144.9850711,0,43.0,0.0,0.4,1953.9767,1334788.0,13.0,2466243.0
2223,trinidadandtobago,2012,Developing,78.0,174.0,0,1486.236406,0,44.0,0.0,0.4,19152.531000000003,1341588.0,13.0,2480486.0
2224,trinidadandtobago,2013,Developing,71.0,172.0,0,167.2657906,0,45.0,0.0,0.3,1967.83283,1348248.0,13.0,1574083.0
2225,trinidadandtobago,2014,Developing,71.1,171.0,0,1578.872339,0,46.0,0.0,0.3,19325.242830000003,1354493.0,13.0,1999782.0
2226,trinidadandtobago,2015,Developing,71.2,17.0,0,0.0,0,47.1,0.0,0.3,17321.833730000002,13692.0,13.0,3106971.0
2227,tunisia,2000,Developing,72.9,112.0,4,264.7842196,47,48.1,5.0,0.1,2213.9148800000003,9699197.0,13.0,7146950.0
2228,tunisia,2001,Developing,73.2,11.0,4,257.2878697,231,48.9,5.0,0.1,2254.9331260000004,978571.0,13.0,17342980.0
2229,tunisia,2002,Developing,73.5,19.0,4,262.8184944,98,49.7,5.0,0.1,2346.5937,9864326.0,13.0,20377185.0
2230,tunisia,2003,Developing,73.7,17.0,4,321.7694175,22,5.6,4.0,0.1,2761.9692489999998,9939678.0,14.0,12802292.0
2231,tunisia,2004,Developing,74.0,15.0,3,379.76590539999995,1,51.4,4.0,0.1,3112.83529,11761.0,14.0,26269600.0
2232,tunisia,2005,Developing,74.2,14.0,3,379.51399449999997,15,52.2,4.0,0.1,3194.562243,112482.0,14.0,24835050.0
2233,tunisia,2006,Developing,74.4,12.0,3,420.1153538,3,53.1,4.0,0.1,3371.7123100000003,1196136.0,14.0,21089457.0
2234,tunisia,2007,Developing,74.6,12.0,3,469.6282925,4,53.9,4.0,0.1,3778.184171,129887.0,14.0,22279245.0
2235,tunisia,2008,Developing,74.7,12.0,3,53.08451654,2,54.7,3.0,0.1,431.9326,147336.0,14.0,21518783.0
2236,tunisia,2009,Developing,74.7,12.0,3,585.6307861,1,55.6,3.0,0.1,4129.9773350000005,1521834.0,14.0,30835346.0
2237,tunisia,2010,Developing,74.8,12.0,3,64.85616718,1,56.5,3.0,0.1,414.15177,1639931.0,14.0,42532889.0
2238,tunisia,2011,Developing,74.8,13.0,3,623.2120325,11,57.4,3.0,0.1,4256.912789999999,1761467.0,15.0,101322907.0
2239,tunisia,2012,Developing,74.9,13.0,3,585.8776761,48,58.3,3.0,0.1,4137.55421,1886668.0,15.0,290652193.0
2240,tunisia,2013,Developing,74.9,13.0,3,594.6453102,16,59.3,3.0,0.1,4199.47253,1114558.0,15.0,153520742.0
2241,tunisia,2014,Developing,75.1,12.0,3,604.8701316,15,6.2,3.0,0.1,4271.6817200000005,1114398.0,15.0,138265055.0
2242,tunisia,2015,Developing,75.3,1.0,3,0.0,16,61.2,3.0,0.1,3828.9158899999998,11273661.0,15.0,233093677.0
2243,turkey,2000,Developing,74.0,143.0,44,421.2956602,16244,53.5,54.0,0.1,4316.553895,6324121.0,11.0,5472251.0
2244,turkey,2001,Developing,78.0,14.0,41,256.4341746,30509,54.3,50.0,0.1,3119.63716,64191474.0,11.0,10981628.0
2245,turkey,2002,Developing,71.2,138.0,38,35.55729,7823,55.1,46.0,0.1,366.57,6514354.0,12.0,351824186.0
2246,turkey,2003,Developing,71.6,135.0,35,459.1113061000001,5844,55.9,43.0,0.1,4718.51291,668583.0,12.0,255765534.0
2247,turkey,2004,Developing,72.0,132.0,33,1.132766775,8927,56.8,39.0,0.1,64.72953000000001,677855.0,12.0,98589659.0
2248,turkey,2005,Developing,72.4,129.0,30,832.9552057999999,6200,57.6,36.0,0.1,7384.354661,679346.0,12.0,105167929.0
2249,turkey,2006,Developing,72.8,126.0,28,103.523776,34,58.5,34.0,0.1,834.8691610000001,6876345.0,12.0,44454578.0
2250,turkey,2007,Developing,73.2,124.0,26,115.58011029999999,3,59.3,31.0,0.1,979.4924599999999,69597281.0,12.0,56671149.0
2251,turkey,2008,Developing,73.5,121.0,25,22.67271848,0,6.2,29.0,0.1,185.68975,74432.0,13.0,40944417.0
2252,turkey,2009,Developing,73.9,118.0,23,106.9482898,4,61.1,27.0,0.1,936.4999109999999,71339185.0,13.0,28782349.0
2253,turkey,2010,Developing,74.2,116.0,21,32.78235828,7,61.9,25.0,0.1,1672.5693,72326914.0,13.0,48865659.0
2254,turkey,2011,Developing,74.5,114.0,20,1275.877569,111,62.8,23.0,0.1,11341.13395,7349455.0,14.0,37068081.0
2255,turkey,2012,Developing,74.8,112.0,19,20.75120211,349,63.7,22.0,0.1,1172.3843,74569867.0,14.0,47590959.0
2256,turkey,2013,Developing,75.2,19.0,17,188.14403480000001,7405,64.5,20.0,0.1,12542.93565,75787333.0,14.0,108228737.0
2257,turkey,2014,Developing,75.5,17.0,16,181.9083783,565,65.3,19.0,0.1,12127.22522,773628.0,15.0,189576836.0
2258,turkey,2015,Developing,75.8,16.0,15,0.0,342,66.1,18.0,0.1,1979.52569,78271472.0,15.0,158347884.0
2259,turkmenistan,2000,Developing,63.8,224.0,7,88.2436347,113,37.5,9.0,0.1,643.17518,4516131.0,0.0,9513000.0
2260,turkmenistan,2001,Developing,64.0,221.0,7,106.180706,9,38.1,9.0,0.1,774.4763387999999,45648.0,10.0,20463952.0
2261,turkmenistan,2002,Developing,63.3,229.0,7,130.37848290000002,11,38.7,8.0,0.1,967.917468,4612.0,10.0,16869647.0
2262,turkmenistan,2003,Developing,63.4,231.0,7,179.61564819999998,1,39.4,8.0,0.1,1283.885977,4655741.0,10.0,19130588.0
2263,turkmenistan,2004,Developing,63.5,238.0,6,186.10139719999998,1,4.0,8.0,0.1,1453.917166,473398.0,10.0,18635657.0
2264,turkmenistan,2005,Developing,63.3,248.0,6,2.19888585,0,4.7,8.0,0.1,174.51475,4754641.0,10.0,25209345.0
2265,turkmenistan,2006,Developing,63.7,245.0,6,29.27235366,48,41.3,8.0,0.1,2136.66815,48115.0,10.0,18197511.0
2266,turkmenistan,2007,Developing,64.1,241.0,6,0.358651421,59,42.0,8.0,0.1,26.371428,487137.0,10.0,31921415.0
2267,turkmenistan,2008,Developing,64.5,235.0,6,34.23979419,0,42.7,8.0,0.1,394.467675,4935762.0,11.0,46760861.0
2268,turkmenistan,2009,Developing,65.6,215.0,6,37.88466056,0,43.4,8.0,0.1,436.45922300000007,5795.0,11.0,28058961.0
2269,turkmenistan,2010,Developing,65.8,211.0,7,385.32516400000003,0,44.2,8.0,0.1,4439.23,58721.0,11.0,48263463.0
2270,turkmenistan,2011,Developing,65.6,217.0,7,490.41813260000004,0,45.0,8.0,0.1,5649.978486,517461.0,11.0,24922658.0
2271,turkmenistan,2012,Developing,65.6,22.0,7,579.4128244,0,45.9,8.0,0.1,6675.262954,5267839.0,11.0,23207259.0
2272,turkmenistan,2013,Developing,65.4,228.0,7,63.74811170000001,0,46.7,8.0,0.1,734.42525,5366277.0,11.0,18245387.0
2273,turkmenistan,2014,Developing,66.0,217.0,7,691.1333535,0,47.7,8.0,0.1,7962.3658239999995,5466241.0,11.0,17274752.0
2274,turkmenistan,2015,Developing,66.3,215.0,6,0.0,0,48.6,7.0,0.1,6432.668768,5565284.0,11.0,12157985.0
2275,uganda,2000,Developing,46.6,554.0,116,22.59447461,42554,13.0,191.0,11.6,257.63369,2439274.0,10.0,76203485.0
2276,uganda,2001,Developing,47.7,539.0,115,26.97625217,48543,13.3,187.0,10.8,234.984775,24854892.0,11.0,166803047.0
2277,uganda,2002,Developing,48.8,523.0,112,2.690897842,49871,13.6,181.0,10.0,24.242322899999998,2571848.0,11.0,198686588.0
2278,uganda,2003,Developing,51.0,53.0,109,4.426792406000001,29429,13.9,173.0,9.4,237.9995917,2662482.0,12.0,375801273.0
2279,uganda,2004,Developing,51.3,485.0,104,36.60609252,141,14.2,164.0,8.9,288.23694900000004,27568436.0,12.0,376823607.0
2280,uganda,2005,Developing,53.2,446.0,99,44.52614001,22,14.5,155.0,8.7,315.788227,2854394.0,11.0,547647194.0
2281,uganda,2006,Developing,54.9,41.0,93,50.83901418,5736,14.8,145.0,8.6,336.4593923,2955662.0,11.0,507643871.0
2282,uganda,2007,Developing,55.5,41.0,88,6.002527685,3776,15.2,137.0,8.4,41.858631,359487.0,10.0,584286601.0
2283,uganda,2008,Developing,56.3,41.0,84,72.85023656,1319,15.6,130.0,8.2,449.6928183,31663896.0,11.0,750540539.0
